Emp_ID,Emp_Age,Emp_Gender,Education_Level,Education_Field,Dist_from_home,Company_name,Location_HQ,Industry,Country,Emp_Job_Role,Emp_Job_Level,Emp_Job_Satisfaction,Emp_Salary,Emp_Salary_Hike_Per,Emp_Performance_Rating,OverTime,No_Companies_Worked,Emp_Experience,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Work_Life_Balance,Business_Travel,Laid_Off_Count,Laid_Off_Percentage,Laid_Off_Date,Laid_off_Month_Year
1801,46,Male,2,Life Sciences,26,Chipper Cash,SF Bay Area,Finance,United States,Sales Executive,2,2,7991,15,3,No,8,6,2,2,2,2,3,Non-Travel,50,13%,12-06-2022,Dec-22
1802,40,Female,2,Life Sciences,2,Stash,New York City,Finance,United States,Laboratory Technician,1,1,3377,17,3,No,4,7,4,3,0,2,2,Travel_Rarely,32,8%,12-06-2022,Dec-22
1803,42,Male,3,Medical,13,Perimeter 81,Tel Aviv,Security,Israel,Healthcare Representative,2,1,5538,18,3,No,5,10,0,0,0,0,2,Travel_Rarely,20,8%,12-06-2022,Dec-22
1804,35,Male,2,Medical,2,Koinly,London,Crypto,United Kingdom,Manufacturing Director,2,4,5762,14,3,No,2,15,7,7,1,7,3,Non-Travel,16,14%,12-06-2022,Dec-22
1805,38,Male,3,Human Resources,2,Bridgit,Waterloo,Construction,Canada,Human Resources,1,2,2592,13,3,No,5,13,11,10,3,8,3,Non-Travel,13,13%,12-06-2022,Dec-22
1807,34,Male,4,Life Sciences,9,Swyftx,Brisbane,Crypto,Australia,Laboratory Technician,2,1,5346,17,3,No,4,11,7,1,0,7,2,Travel_Frequently,90,40%,12-05-2022,Dec-22
1809,37,Male,4,Medical,10,Aqua Security,Boston,Security,United States,Manufacturing Director,2,1,4213,15,3,No,1,10,10,3,0,8,1,Travel_Rarely,65,10%,12-05-2022,Dec-22
1812,39,Male,3,Life Sciences,20,DataRails,Tel Aviv,Finance,Israel,Sales Executive,2,4,4127,18,3,No,2,7,2,1,2,2,3,Travel_Frequently,30,18%,12-05-2022,Dec-22
1813,43,Male,3,Life Sciences,9,Cognyte,Tel Aviv,Security,Israel,Research Scientist,1,3,2438,13,3,No,4,7,3,2,1,2,2,Non-Travel,100,5%,12-02-2022,Dec-22
1814,41,Male,3,Life Sciences,5,Polly,Burlington,Finance,United States,Healthcare Representative,2,2,6870,12,3,No,3,11,3,2,1,2,1,Travel_Rarely,47,15%,12-02-2022,Dec-22
1815,41,Female,1,Marketing,4,Carousell,Singapore,Retail,Singapore,Sales Executive,3,3,10447,13,3,Yes,0,23,22,14,13,5,4,Travel_Rarely,110,10%,12-01-2022,Dec-22
1816,30,Female,3,Medical,10,Bizzabo,New York City,Marketing,United States,Manufacturing Director,3,3,9667,14,3,No,9,9,7,7,0,2,3,Travel_Rarely,100,37%,12-01-2022,Dec-22
1818,26,Female,2,Medical,20,BloomTech,SF Bay Area,Education,United States,Human Resources,1,2,2148,11,3,Yes,0,6,5,1,1,4,3,Travel_Rarely,88,50%,12-01-2022,Dec-22
1821,46,Female,2,Medical,21,Netlify,SF Bay Area,Product,United States,Healthcare Representative,2,2,8926,22,4,No,4,13,9,7,3,7,4,Travel_Rarely,48,16%,12-01-2022,Dec-22
1822,40,Female,3,Life Sciences,1,Springbig,Miami,Sales,United States,Healthcare Representative,2,4,6513,17,3,No,4,12,5,3,0,3,3,Travel_Rarely,37,23%,12-01-2022,Dec-22
1823,34,Male,2,Technical Degree,8,DoorDash,SF Bay Area,Food,United States,Sales Executive,2,3,6799,21,4,No,1,10,10,8,4,8,3,Travel_Rarely,1250,6%,11/30/22,Nov-22
1824,58,Male,3,Medical,2,Kraken,SF Bay Area,Crypto,United States,Manager,4,2,16291,22,4,No,4,37,16,9,14,14,2,Non-Travel,1100,30%,11/30/22,Nov-22
1826,35,Male,4,Medical,23,Happy Money,Los Angeles,Finance,United States,Laboratory Technician,1,3,2705,16,3,No,0,6,5,4,0,3,4,Travel_Rarely,158,34%,11/30/22,Nov-22
1827,47,Female,3,Life Sciences,4,Ula,Jakarta,Retail,Indonesia,Manufacturing Director,3,2,10333,12,3,Yes,8,28,22,11,14,10,3,Travel_Rarely,134,23%,11/30/22,Nov-22
1829,40,Female,3,Life Sciences,12,Wonder,New York City,Food,United States,Healthcare Representative,2,1,4448,12,3,No,2,15,7,4,7,7,3,Travel_Rarely,130,7%,11/30/22,Nov-22
1830,54,Female,4,Medical,7,Grin,Sacramento,Marketing,United States,Research Scientist,2,4,6854,15,3,No,4,14,7,1,1,7,2,Travel_Rarely,60,13%,11/30/22,Nov-22
1833,31,Female,4,Marketing,7,UalÃ¡,Buenos Aires,Finance,Argentina,Sales Executive,3,1,9637,14,3,No,2,9,3,2,2,2,3,Travel_Frequently,53,3%,11/30/22,Nov-22
1834,28,Female,3,Medical,1,Teachmint,Bengaluru,Education,India,Research Scientist,1,1,3591,25,4,No,1,3,3,2,1,2,3,Travel_Rarely,45,5%,11/30/22,Nov-22
1835,38,Female,4,Marketing,2,Thread,London,Retail,United Kingdom,Sales Representative,2,4,5405,20,4,Yes,2,20,4,2,0,3,2,Travel_Rarely,30,50%,11/30/22,Nov-22
1836,26,Male,3,Medical,10,Lyst,London,Retail,United Kingdom,Sales Executive,2,4,4684,13,3,No,1,5,5,3,1,2,3,Travel_Rarely,50,25%,11/29/22,Nov-22
1837,58,Male,4,Life Sciences,15,CoinJar,Melbourne,Crypto,Australia,Research Director,4,3,15787,14,3,Yes,2,23,2,2,2,2,3,Travel_Frequently,10,20%,11/29/22,Nov-22
1839,18,Female,3,Medical,14,Infarm,Berlin,Other,Germany,Research Scientist,1,3,1514,16,3,No,1,0,0,0,0,0,1,Non-Travel,500,50%,11/28/22,Nov-22
1842,31,Male,5,Human Resources,18,Wildlife Studios,Sao Paulo,Consumer,Brazil,Human Resources,1,1,2956,17,3,No,0,2,1,0,0,0,3,Travel_Rarely,300,20%,11/28/22,Nov-22
1844,29,Male,3,Human Resources,13,Hirect,Bengaluru,Recruiting,India,Human Resources,1,1,2335,15,3,Yes,4,4,2,2,2,0,3,Travel_Rarely,200,40%,11/28/22,Nov-22
1845,45,Female,4,Life Sciences,2,ApplyBoard,Waterloo,Education,Canada,Sales Executive,2,3,5154,22,4,No,4,10,8,7,5,7,4,Non-Travel,90,6%,11/28/22,Nov-22
1847,36,Female,4,Other,2,Ajaib,Jakarta,Finance,Indonesia,Research Scientist,2,2,6962,22,4,Yes,4,15,1,0,0,0,3,Travel_Rarely,67,8%,11/28/22,Nov-22
1849,43,Male,4,Life Sciences,2,Candy Digital,New York City,Crypto,United States,Sales Executive,2,4,5675,20,4,No,1,7,7,7,7,7,3,Travel_Frequently,33,33%,11/28/22,Nov-22
1850,27,Female,2,Life Sciences,5,ResearchGate,Berlin,Other,Germany,Laboratory Technician,1,4,2379,14,3,Yes,0,6,5,4,0,2,2,Travel_Frequently,25,10%,11/28/22,Nov-22
1852,29,Male,1,Medical,20,VerSe Innovation,Bengaluru,Media,India,Laboratory Technician,1,4,3812,13,3,No,1,11,11,8,3,10,4,Travel_Frequently,150,5%,11/25/22,Nov-22
1853,32,Male,4,Marketing,10,Carwow,London,Transportation,United Kingdom,Sales Executive,2,4,4648,13,3,No,8,4,0,0,0,0,4,Travel_Frequently,70,20%,11/25/22,Nov-22
1854,42,Male,4,Technical Degree,10,Vendease,Lagos,Food,Nigeria,Research Scientist,1,3,2936,22,4,No,3,10,6,3,3,3,2,Non-Travel,27,9%,11/25/22,Nov-22
1856,47,Female,4,Life Sciences,9,Lemon,Buenos Aires,Crypto,Argentina,Laboratory Technician,1,3,2105,12,3,No,4,7,2,2,2,0,3,Travel_Rarely,100,38%,11/24/22,Nov-22
1857,46,Male,2,Life Sciences,2,Quidax,Lagos,Crypto,Nigeria,Manufacturing Director,3,4,8578,14,3,No,3,12,9,8,4,7,2,Travel_Rarely,20,20%,11/24/22,Nov-22
1858,28,Male,2,Life Sciences,1,SIRCLO,Jakarta,Retail,Indonesia,Human Resources,1,4,2706,15,3,No,1,3,3,2,2,2,3,Non-Travel,160,8%,11/22/22,Nov-22
1859,29,Male,1,Life Sciences,29,Trax,Singapore,Retail,Singapore,Healthcare Representative,2,3,6384,17,3,No,8,11,7,0,1,6,3,Travel_Rarely,80,8%,11/22/22,Nov-22
1860,42,Male,3,Life Sciences,8,Kitopi,Dubai,Food,United States,Laboratory Technician,1,3,3968,13,3,No,4,8,0,0,0,0,3,Travel_Rarely,93,10%,11/21/22,Nov-22
1862,32,Male,4,Marketing,2,Zomato,Gurugram,Food,India,Sales Executive,2,2,9907,12,3,Yes,7,7,2,2,2,2,2,Travel_Rarely,100,4%,11/19/22,Nov-22
1863,46,Female,3,Technical Degree,3,Carvana,Phoenix,Transportation,United States,Sales Executive,4,1,13225,12,3,No,2,25,19,17,2,8,3,Travel_Rarely,1500,8%,11/18/22,Nov-22
1864,27,Female,1,Medical,23,Nuro,SF Bay Area,Transportation,United States,Sales Representative,2,3,3540,21,4,No,1,9,9,8,5,8,3,Travel_Rarely,300,20%,11/18/22,Nov-22
1865,29,Male,1,Medical,6,Synthego,SF Bay Area,Healthcare,United States,Human Resources,1,2,2804,11,3,No,1,1,1,0,0,0,3,Travel_Rarely,105,20%,11/18/22,Nov-22
1866,43,Female,3,Medical,6,Roku,SF Bay Area,Media,United States,Manager,5,3,19392,13,3,No,7,21,16,12,6,14,3,Travel_Rarely,200,7%,11/17/22,Nov-22
1867,48,Male,3,Life Sciences,10,Juni,Gothenburg,Finance,Sweden,Research Director,5,2,19665,12,3,No,4,29,22,10,12,9,3,Travel_Rarely,72,33%,11/17/22,Nov-22
1868,29,Male,2,Life Sciences,24,Capitolis,New York City,Finance,United States,Research Scientist,1,4,2439,24,4,Yes,1,1,1,0,1,0,2,Travel_Frequently,37,25%,11/17/22,Nov-22
1869,46,Female,3,Life Sciences,10,TealBook,Toronto,Other,Canada,Sales Executive,3,2,7314,21,4,No,5,14,8,7,0,7,3,Travel_Rarely,34,19%,11/17/22,Nov-22
1870,27,Female,3,Life Sciences,15,Koho,Toronto,Finance,Canada,Research Scientist,1,1,4774,19,3,No,0,8,7,6,7,3,2,Travel_Frequently,15,4%,11/17/22,Nov-22
1871,39,Male,4,Other,19,&Open,Dublin,Marketing,Ireland,Research Scientist,2,4,3902,14,3,No,8,7,2,2,2,2,3,Travel_Rarely,9,9%,11/17/22,Nov-22
1873,55,Male,4,Technical Degree,2,Amazon,Seattle,Retail,United States,Research Scientist,1,4,2662,20,4,No,8,19,5,2,0,4,4,Travel_Rarely,10000,3%,11/16/22,Nov-22
1875,28,Female,3,Medical,3,Cisco,SF Bay Area,Infrastructure,United States,Sales Representative,1,2,2856,19,3,No,1,1,1,0,0,0,3,Travel_Rarely,4100,5%,11/16/22,Nov-22
1876,30,Male,3,Medical,9,Twiga,Nairobi,Food,Kenya,Sales Representative,1,4,1081,13,3,No,1,1,1,0,0,0,2,Travel_Rarely,211,21%,11/16/22,Nov-22
1878,22,Male,1,Life Sciences,7,Wayflyer,Dublin,Marketing,Ireland,Research Scientist,1,2,2472,23,4,Yes,1,1,1,0,0,0,3,Travel_Rarely,200,40%,11/16/22,Nov-22
1880,36,Female,4,Technical Degree,10,SimilarWeb,New York City,Other,United States,Sales Executive,2,3,5673,13,3,Yes,1,10,10,9,1,7,3,Travel_Rarely,120,10%,11/16/22,Nov-22
1881,31,Male,3,Life Sciences,20,Salsify,Boston,Retail,United States,Laboratory Technician,2,3,4197,11,3,No,1,10,10,8,0,2,3,Travel_Rarely,90,11%,11/16/22,Nov-22
1882,34,Male,3,Life Sciences,4,Lokalise,Dover,Other,United States,Sales Executive,3,4,9713,13,3,Yes,2,9,5,3,1,0,3,Travel_Rarely,76,23%,11/16/22,Nov-22
1883,29,Male,3,Life Sciences,7,Yotpo,New York City,Marketing,United States,Laboratory Technician,1,1,2062,14,3,No,3,11,3,2,1,2,3,Travel_Rarely,70,9%,11/16/22,Nov-22
1885,37,Male,4,Medical,7,Pear Therapeutics,Boston,Healthcare,United States,Research Scientist,2,1,4284,22,4,Yes,5,16,5,3,0,4,3,Travel_Rarely,59,22%,11/16/22,Nov-22
1886,35,Female,2,Other,16,UiPath,New York City,Data,United States,Manufacturing Director,2,2,4788,11,3,Yes,0,4,3,2,0,2,3,Travel_Rarely,241,6%,11/15/22,Nov-22
1888,45,Female,2,Life Sciences,25,Asana,SF Bay Area,Other,United States,Manufacturing Director,2,4,5906,13,3,No,0,10,9,8,3,8,2,Travel_Rarely,180,9%,11/15/22,Nov-22
1890,36,Male,1,Human Resources,2,OwnBackup,New York City,Security,United States,Human Resources,2,4,3886,21,4,No,1,10,10,1,0,8,2,Travel_Frequently,170,17%,11/15/22,Nov-22
1892,40,Male,4,Life Sciences,1,Deliveroo Australia,Melbourne,Food,Australia,Manager,4,1,16823,11,3,No,2,22,19,7,11,16,3,Travel_Rarely,120,100%,11/15/22,Nov-22
1893,26,Female,2,Life Sciences,1,Productboard,SF Bay Area,Product,United States,Research Scientist,1,3,2933,13,3,Yes,1,1,1,0,1,0,2,Travel_Rarely,100,20%,11/15/22,Nov-22
1898,27,Female,2,Medical,2,Protocol,SF Bay Area,Media,United States,Sales Executive,2,3,6500,14,3,No,0,9,8,7,0,7,2,Travel_Rarely,60,100%,11/15/22,Nov-22
1900,48,Female,3,Medical,22,Jimdo,Hamburg,Other,Germany,Manager,4,4,17174,11,3,No,3,24,22,17,4,7,3,Travel_Frequently,50,16%,11/15/22,Nov-22
1903,44,Male,4,Life Sciences,1,Viber,Luxembourg,Consumer,Luxembourg,Healthcare Representative,2,1,5033,15,3,No,2,10,2,0,2,2,3,Travel_Rarely,45,8%,11/15/22,Nov-22
1905,34,Male,4,Technical Degree,16,CaptivateIQ,SF Bay Area,Sales,United States,Research Scientist,1,1,2307,23,4,Yes,1,5,5,2,3,0,3,Non-Travel,31,10%,11/15/22,Nov-22
1907,56,Male,2,Life Sciences,24,Illumina,San Diego,Healthcare,United States,Laboratory Technician,1,4,2587,16,3,No,1,5,4,2,1,0,3,Travel_Rarely,500,5%,11/14/22,Nov-22
1908,36,Male,2,Marketing,17,iFit,Logan,Fitness,United States,Sales Executive,2,2,5507,16,3,No,2,12,4,2,1,3,1,Travel_Rarely,300,20%,11/14/22,Nov-22
1909,41,Female,3,Marketing,8,Ribbon,New York City,Real Estate,United States,Sales Executive,2,2,4393,21,4,No,5,14,5,4,1,4,3,Travel_Rarely,170,85%,11/14/22,Nov-22
1911,42,Male,3,Medical,6,Pipedrive,Tallin,Sales,Estonia,Research Director,3,1,13348,13,3,No,9,18,13,7,5,7,4,Travel_Rarely,143,15%,11/14/22,Nov-22
1912,31,Female,2,Medical,10,Intercom,SF Bay Area,Support,United States,Sales Executive,2,4,6583,11,3,Yes,2,8,5,2,1,4,3,Travel_Rarely,124,13%,11/14/22,Nov-22
1915,34,Female,1,Medical,3,Pear Therapeutics,Boston,Healthcare,United States,Sales Executive,2,4,8103,12,3,Yes,3,9,4,2,0,1,2,Travel_Rarely,59,22%,11/14/22,Nov-22
1916,31,Female,3,Medical,4,Cloudinary,SF Bay Area,Media,United States,Laboratory Technician,1,3,3978,12,3,No,8,4,2,2,2,2,2,Travel_Rarely,40,8%,11/14/22,Nov-22
1918,26,Male,3,Other,6,Veev,SF Bay Area,Real Estate,United States,Laboratory Technician,1,4,2544,18,3,No,0,8,7,7,7,7,3,Travel_Frequently,100,30%,11-11-2022,Nov-22
1922,45,Male,4,Medical,1,Forto,Berlin,Logistics,United States,Healthcare Representative,2,3,5399,12,3,No,4,12,4,2,0,3,3,Travel_Frequently,60,8%,11-11-2022,Nov-22
1924,33,Male,4,Marketing,10,GoTo Group,Jakarta,Transportation,Indonesia,Sales Executive,2,3,5487,14,3,No,1,10,10,4,0,9,2,Travel_Rarely,1300,12%,11-10-2022,Nov-22
1927,28,Male,2,Life Sciences,1,Juul,SF Bay Area,Consumer,United States,Sales Executive,2,4,6834,12,3,Yes,1,7,7,7,0,7,3,Travel_Frequently,400,30%,11-10-2022,Nov-22
1928,29,Male,3,Technical Degree,24,Blend,SF Bay Area,Finance,United States,Sales Representative,1,1,1091,17,3,No,1,1,1,0,0,0,3,Travel_Frequently,100,6%,11-10-2022,Nov-22
1929,39,Female,4,Life Sciences,21,InfluxData,SF Bay Area,Data,United States,Sales Executive,2,3,5736,19,3,No,6,10,3,2,1,2,3,Non-Travel,65,27%,11-10-2022,Nov-22
1931,27,Male,4,Technical Degree,2,SoundHound,SF Bay Area,Other,United States,Research Scientist,1,2,2226,11,3,No,1,6,5,3,1,2,2,Travel_Rarely,45,10%,11-10-2022,Nov-22
1932,34,Male,4,Other,22,Ocavu,Lehi,Crypto,United States,Research Scientist,2,4,5747,15,3,Yes,1,16,15,10,6,11,3,Travel_Frequently,20,48%,11-10-2022,Nov-22
1933,28,Female,2,Marketing,13,Meta,SF Bay Area,Consumer,United States,Sales Executive,2,3,9854,11,3,Yes,3,6,2,0,2,2,3,Travel_Rarely,11000,13%,11-09-2022,Nov-22
1934,47,Male,4,Technical Degree,14,Redfin,Seattle,Real Estate,United States,Research Scientist,2,2,5467,18,3,No,8,16,8,7,1,7,4,Non-Travel,862,13%,11-09-2022,Nov-22
1935,56,Female,5,Marketing,11,Flyhomes,Seattle,Real Estate,United States,Sales Executive,2,1,5380,16,3,No,4,6,0,0,0,0,3,Travel_Rarely,300,40%,11-09-2022,Nov-22
1936,39,Male,2,Medical,9,AvantStay,Los Angeles,Travel,United States,Manufacturing Director,2,1,5151,25,4,No,1,10,10,0,7,9,3,Travel_Rarely,144,22%,11-09-2022,Nov-22
1937,38,Female,3,Medical,8,Root Insurance,Columbus,Finance,United States,Research Scientist,2,2,2133,16,3,Yes,1,20,20,11,0,7,3,Travel_Frequently,137,20%,11-09-2022,Nov-22
1938,58,Female,3,Life Sciences,21,Liftoff,SF Bay Area,Marketing,United States,Manager,4,4,17875,13,3,Yes,4,29,1,0,0,0,2,Travel_Rarely,130,15%,11-09-2022,Nov-22
1939,32,Female,2,Life Sciences,5,Plum,Bengaluru,Healthcare,India,Research Scientist,1,3,2432,14,3,Yes,3,8,4,1,0,3,3,Travel_Frequently,36,10%,11-09-2022,Nov-22
1940,38,Male,2,Life Sciences,9,Kabam,SF Bay Area,Consumer,United States,Research Scientist,1,4,4771,19,3,No,2,10,5,2,0,3,4,Travel_Rarely,35,7%,11-09-2022,Nov-22
1941,49,Male,1,Life Sciences,2,Namogoo,Tel Aviv,Marketing,United States,Research Director,5,4,19161,15,3,No,3,28,5,4,4,3,3,Travel_Frequently,25,15%,11-09-2022,Nov-22
1943,42,Male,4,Marketing,12,Repertoire Immune Medicines,Boston,Healthcare,United States,Sales Executive,2,4,5087,12,3,Yes,3,14,0,0,0,0,3,Travel_Rarely,65,50%,11-08-2022,Nov-22
1944,27,Female,3,Human Resources,22,Salesforce,SF Bay Area,Sales,United States,Human Resources,1,2,2863,12,3,No,1,1,1,0,0,0,3,Travel_Frequently,1000,1%,11-07-2022,Nov-22
1945,35,Male,4,Medical,18,Unacademy,Bengaluru,Education,India,Sales Executive,2,1,5561,16,3,No,0,6,5,3,0,4,1,Travel_Rarely,350,10%,11-07-2022,Nov-22
1947,28,Male,3,Medical,16,Zendesk,SF Bay Area,Support,United States,Research Scientist,1,3,2144,14,3,No,1,5,5,3,1,4,2,Non-Travel,350,5%,11-07-2022,Nov-22
1948,31,Male,2,Medical,3,Dock,Sao Paulo,Finance,Brazil,Research Scientist,1,1,3065,13,3,Yes,1,4,4,2,2,3,4,Non-Travel,190,12%,11-07-2022,Nov-22
1949,36,Male,4,Life Sciences,9,Varonis,New York City,Security,United States,Laboratory Technician,1,2,2810,22,4,No,1,5,5,4,0,2,3,Non-Travel,110,5%,11-06-2022,Nov-22
1950,34,Male,3,Marketing,1,Twitter,SF Bay Area,Consumer,United States,Sales Executive,3,4,9888,21,4,No,1,14,14,8,2,1,2,Travel_Rarely,3700,50%,11-04-2022,Nov-22
1951,34,Male,4,Medical,13,Planetly,Berlin,Other,Germany,Sales Executive,3,3,8628,18,3,No,1,9,8,7,1,1,2,Travel_Rarely,200,100%,11-04-2022,Nov-22
1952,26,Male,3,Medical,1,KoinWorks,Jakarta,Finance,Indonesia,Laboratory Technician,1,1,2867,13,3,No,0,8,7,7,7,6,2,Travel_Rarely,70,8%,11-04-2022,Nov-22
1954,29,Male,3,Life Sciences,1,Exodus,Nebraska City,Crypto,United States,Healthcare Representative,2,1,5373,12,3,No,0,6,5,3,0,2,2,Travel_Rarely,59,22%,11-04-2022,Nov-22
1955,32,Female,4,Medical,15,Stripe,SF Bay Area,Finance,United States,Healthcare Representative,2,4,6667,18,3,No,5,9,5,1,1,2,3,Non-Travel,1000,14%,11-03-2022,Nov-22
1956,31,Male,3,Life Sciences,1,Lyft,SF Bay Area,Transportation,United States,Research Scientist,2,1,5003,21,4,No,1,10,10,8,8,7,3,Travel_Frequently,700,13%,11-03-2022,Nov-22
1960,28,Male,3,Technical Degree,17,Pleo,Copenhagen,Finance,United States,Laboratory Technician,1,4,2367,12,3,No,5,6,4,1,0,3,2,Travel_Rarely,150,15%,11-03-2022,Nov-22
1961,38,Male,3,Life Sciences,1,Shippo,SF Bay Area,Logistics,United States,Sales Representative,1,1,2858,14,3,No,4,20,1,0,0,0,2,Travel_Rarely,60,20%,11-03-2022,Nov-22
1962,35,Female,4,Life Sciences,7,Opendoor,SF Bay Area,Real Estate,United States,Sales Executive,2,4,5204,11,3,Yes,1,10,10,8,0,9,3,Travel_Rarely,550,18%,11-02-2022,Nov-22
1965,27,Male,3,Marketing,9,Chime,SF Bay Area,Finance,United States,Sales Executive,2,4,4105,14,3,No,1,7,7,7,0,7,3,Travel_Rarely,156,12%,11-02-2022,Nov-22
1966,32,Male,4,Life Sciences,5,Chargebee,SF Bay Area,Finance,United States,Manufacturing Director,2,4,9679,24,4,No,8,8,1,0,0,0,3,Travel_Rarely,142,10%,11-02-2022,Nov-22
1967,31,Male,4,Marketing,26,Dapper Labs,Vancouver,Crypto,United States,Sales Executive,2,4,5617,11,3,Yes,1,10,10,7,0,8,3,Travel_Frequently,134,22%,11-02-2022,Nov-22
1968,53,Male,4,Life Sciences,24,Checkmarx,Tel Aviv,Security,Israel,Sales Executive,3,1,10448,13,3,Yes,6,15,2,2,2,2,2,Travel_Rarely,100,10%,11-02-2022,Nov-22
1969,54,Female,2,Life Sciences,9,Smava,Berlin,Finance,Germany,Research Scientist,2,3,2897,11,3,No,3,9,4,3,2,3,2,Travel_Rarely,100,15%,11-02-2022,Nov-22
1970,33,Male,2,Life Sciences,7,Iron Ox,SF Bay Area,Food,United States,Healthcare Representative,2,3,5968,20,4,No,1,9,9,7,2,8,3,Travel_Frequently,50,50%,11-02-2022,Nov-22
1971,43,Male,3,Life Sciences,11,Digital Currency Gruop,Stamford,Crypto,United States,Healthcare Representative,3,3,7510,17,3,No,1,10,10,9,0,9,3,Travel_Rarely,10,13%,11-02-2022,Nov-22
1972,38,Male,4,Other,1,Upstart,SF Bay Area,Finance,United States,Human Resources,1,2,2991,11,3,Yes,0,7,6,2,1,2,3,Travel_Frequently,140,7%,11-01-2022,Nov-22
1973,55,Male,4,Human Resources,26,Gem,SF Bay Area,Recruiting,United States,Manager,5,2,19636,18,3,Yes,4,35,10,9,1,4,3,Travel_Rarely,100,33%,11-01-2022,Nov-22
1974,31,Female,1,Medical,2,Oda,Oslo,Food,Sweden,Laboratory Technician,1,4,1129,11,3,Yes,1,1,1,0,0,0,3,Travel_Rarely,70,18%,11-01-2022,Nov-22
1975,39,Male,4,Marketing,15,Oda,Oslo,Food,Norway,Sales Executive,4,1,13341,12,3,No,0,21,20,8,11,10,3,Travel_Rarely,70,18%,11-01-2022,Nov-22
1976,42,Male,2,Life Sciences,23,Oda,Oslo,Food,Norway,Research Scientist,2,3,4332,12,3,No,1,20,20,9,3,7,3,Non-Travel,70,6%,11-01-2022,Nov-22
1979,31,Female,3,Medical,10,Hootsuite,Vancouver,Marketing,Canada,Research Director,3,3,11031,20,4,No,4,13,11,7,4,8,4,Non-Travel,50,5%,11-01-2022,Nov-22
1980,54,Female,3,Medical,10,Kry,Stockholm,Healthcare,Sweden,Manufacturing Director,2,1,4440,19,3,Yes,6,9,5,2,1,4,3,Travel_Rarely,300,10%,10/31/22,Oct-22
1981,24,Male,2,Life Sciences,1,EquityZen,New York City,Finance,United States,Healthcare Representative,2,3,4617,12,3,No,1,4,4,3,1,2,2,Travel_Rarely,30,27%,10/31/22,Oct-22
1982,23,Male,2,Other,12,Equitybee,SF Bay Area,Finance,United States,Laboratory Technician,1,4,2647,13,3,No,1,5,5,2,1,4,4,Travel_Rarely,25,20%,10/31/22,Oct-22
1985,40,Female,3,Technical Degree,11,Fifth Season,Pittsburgh,Food,United States,Laboratory Technician,2,3,6323,11,3,No,1,10,10,9,9,4,4,Travel_Frequently,100,100%,10/28/22,Oct-22
1986,40,Female,2,Marketing,2,Advata,Seattle,Healthcare,United States,Sales Executive,2,2,5677,14,3,No,3,15,11,8,5,10,3,Travel_Rarely,32,21%,10/28/22,Oct-22
1987,25,Female,3,Human Resources,2,RenoRun,Montreal,Construction,Canada,Human Resources,1,2,2187,14,3,No,4,6,2,0,1,2,3,Travel_Rarely,210,43%,10/27/22,Oct-22
1989,30,Male,2,Medical,1,Recharge,Los Angeles,Finance,United States,Laboratory Technician,1,2,3748,13,3,No,1,12,12,8,1,7,2,Travel_Rarely,84,17%,10/27/22,Oct-22
1992,25,Male,1,Other,2,MindBody,San Luis Obispo,Fitness,United States,Laboratory Technician,1,3,3977,19,3,Yes,6,7,2,2,0,2,2,Travel_Rarely,400,15%,10/26/22,Oct-22
1993,47,Male,3,Medical,25,Zillow,Seattle,Real Estate,United States,Healthcare Representative,3,3,8633,23,4,No,2,25,17,14,12,11,3,Travel_Rarely,300,5%,10/26/22,Oct-22
1994,33,Male,2,Medical,1,Cybereason,Boston,Security,United States,Laboratory Technician,1,3,2008,12,3,No,1,1,1,1,0,0,2,Non-Travel,200,17%,10/26/22,Oct-22
1995,38,Male,4,Life Sciences,1,GoFundMe,SF Bay Area,Finance,United States,Sales Executive,2,2,4440,15,3,No,0,16,15,13,5,8,3,Travel_Rarely,94,12%,10/26/22,Oct-22
1996,31,Male,2,Life Sciences,2,Fundbox,SF Bay Area,Finance,United States,Sales Representative,1,3,3067,19,3,No,0,3,2,2,1,2,3,Travel_Rarely,150,42%,10/25/22,Oct-22
1997,38,Male,4,Life Sciences,6,Embroker,SF Bay Area,Finance,United States,Manufacturing Director,2,3,5321,11,3,No,2,10,8,3,7,7,3,Travel_Frequently,30,12%,10/25/22,Oct-22
1998,42,Male,4,Life Sciences,18,Vee,Tel Aviv,HR,Israel,Research Scientist,2,1,5410,17,3,Yes,6,9,4,3,1,2,2,Travel_Rarely,17,50%,10/25/22,Oct-22
1999,41,Male,3,Life Sciences,1,Philips,Amsterdam,Healthcare,Netherlands,Research Scientist,1,4,2782,22,4,No,3,12,5,3,1,0,3,Travel_Rarely,4000,5%,10/24/22,Oct-22
2000,47,Female,1,Medical,1,Cerebral,SF Bay Area,Healthcare,United States,Research Director,3,2,11957,18,3,No,0,14,13,8,5,12,1,Non-Travel,400,20%,10/24/22,Oct-22
2003,35,Male,4,Medical,11,Snyk,Boston,Security,United States,Laboratory Technician,1,3,2660,11,3,Yes,7,5,2,2,2,2,3,Travel_Rarely,198,14%,10/24/22,Oct-22
2007,22,Male,2,Life Sciences,1,Unico,Sao Paulo,Other,Brazil,Research Scientist,1,3,3375,12,3,No,0,4,3,2,1,2,4,Travel_Rarely,50,4%,10/24/22,Oct-22
